Ticker,Fiscal_Year,Period_End_Date,Revenue_Millions_USD,Cost_Of_Revenue_Millions_USD,Gross_Profit_Millions_USD,Net_Income_Millions_USD,Diluted_Shares_Millions,Diluted_EPS_USD,Operating_Cash_Flow_Millions_USD,CapEx_Millions_USD,Free_Cash_Flow_Millions_USD,Total_Cash_Millions_USD,Total_Current_Assets_Millions_USD,Total_Current_Liabilities_Millions_USD,Working_Capital_Millions_USD,Total_Debt_Millions_USD,Total_Assets_Millions_USD,Total_Liabilities_Millions_USD,Total_Equity_Millions_USD,Goodwill_And_Intangibles_Millions_USD,Data_Source
PYPL,2021,2021-12-31,25371.0,0.0,25371.0,4169.0,1186.0,3.515,5797.0,908.0,4889.0,9500.0,52574.0,43029.0,9545.0,8049.0,75803.0,54076.0,21727.0,11454.0,SEC EDGAR
PYPL,2020,2020-12-31,21454.0,0.0,21454.0,4202.0,1187.0,3.54,6219.0,866.0,5353.0,13083.0,50995.0,38447.0,12548.0,8939.0,70379.0,50316.0,20063.0,9135.0,SEC EDGAR
PYPL,2019,2019-12-31,17772.0,0.0,17772.0,2459.0,1188.0,2.07,4071.0,704.0,3367.0,10761.0,38495.0,26919.0,11576.0,4965.0,51333.0,34404.0,16929.0,6212.0,SEC EDGAR
PYPL,2018,2018-12-31,15451.0,0.0,15451.0,2057.0,1203.0,1.71,5480.0,823.0,4657.0,9109.0,32963.0,25904.0,7059.0,0.0,43332.0,27946.0,15386.0,6284.0,SEC EDGAR
PYPL,2017,2017-12-31,13094.0,0.0,13094.0,1795.0,1221.0,1.47,2531.0,667.0,1864.0,5695.0,32645.0,22863.0,9782.0,0.0,40774.0,24780.0,15994.0,4339.0,SEC EDGAR
PYPL,2016,2016-12-31,10842.0,0.0,10842.0,1401.0,1218.0,1.15,3158.0,669.0,2489.0,4975.0,25733.0,16878.0,8855.0,0.0,33103.0,18391.0,14712.0,4059.0,SEC EDGAR
PYPL,2015,2015-12-31,9248.0,0.0,9248.0,1228.0,1229.0,0.999,2546.0,722.0,1824.0,3411.0,20648.0,13617.0,7031.0,0.0,28881.0,15122.0,13759.0,4069.0,SEC EDGAR
PYPL,2014,2014-12-31,8025.0,0.0,8025.0,419.0,1224.0,0.342,2220.0,492.0,1728.0,2230.0,17565.0,13283.0,4282.0,0.0,21917.0,13669.0,8248.0,3189.0,SEC EDGAR
PYPL,2013,2013-12-31,6727.0,0.0,6727.0,955.0,1224.0,0.78,1993.0,391.0,1602.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187.0,SEC EDGAR
QCOM,2025,2025-09-28,44284.0,19738.0,24546.0,5541.0,1105.0,5.014,14012.0,1192.0,12820.0,5520.0,25754.0,9144.0,16610.0,14811.0,50143.0,28937.0,21206.0,12506.0,SEC EDGAR
QCOM,2024,2024-09-29,38962.0,17060.0,21902.0,10142.0,1130.0,8.975,12202.0,1041.0,11161.0,7849.0,25231.0,10504.0,14727.0,14634.0,55154.0,28880.0,26274.0,12043.0,SEC EDGAR
QCOM,2023,2023-09-24,35820.0,15869.0,19951.0,7232.0,1126.0,6.423,11299.0,1450.0,9849.0,8450.0,22464.0,9628.0,12836.0,15398.0,51040.0,29459.0,21581.0,12050.0,SEC EDGAR
QCOM,2022,2022-09-25,44200.0,18635.0,25565.0,12936.0,1137.0,11.377,9096.0,2262.0,6834.0,2773.0,20724.0,11866.0,8858.0,14983.0,49014.0,31001.0,18013.0,12390.0,SEC EDGAR
QCOM,2021,2021-09-26,33566.0,14262.0,19304.0,9043.0,1149.0,7.87,10536.0,1888.0,8648.0,7116.0,20075.0,11951.0,8124.0,15245.0,41240.0,31290.0,9950.0,8704.0,SEC EDGAR
QCOM,2020,2020-09-27,23531.0,9255.0,14276.0,5198.0,1149.0,4.524,5814.0,1407.0,4407.0,6707.0,18519.0,8672.0,9847.0,15226.0,35594.0,29517.0,6077.0,7976.0,SEC EDGAR
QCOM,2019,2019-09-29,24273.0,8599.0,15674.0,4386.0,1220.0,3.595,7286.0,887.0,6399.0,11839.0,16765.0,8935.0,7830.0,15434.0,32957.0,28048.0,4909.0,8454.0,SEC EDGAR
QCOM,2018,2018-09-30,22611.0,10244.0,12367.0,-4964.0,1463.0,-3.393,3908.0,784.0,3124.0,11777.0,17384.0,11236.0,6148.0,15365.0,32686.0,31758.0,928.0,9453.0,SEC EDGAR
QCOM,2017,2017-09-24,22258.0,9792.0,12466.0,2445.0,1490.0,1.641,5001.0,690.0,4311.0,35029.0,43593.0,10907.0,32686.0,1496.0,65486.0,34740.0,30746.0,10360.0,SEC EDGAR
QCOM,2016,2016-09-25,23554.0,9749.0,13805.0,5705.0,1498.0,3.808,7632.0,539.0,7093.0,5946.0,22981.0,7311.0,15670.0,0.0,52359.0,20591.0,31768.0,9179.0,SEC EDGAR
QCOM,2015,2015-09-27,25281.0,10378.0,14903.0,5271.0,1639.0,3.216,5506.0,994.0,4512.0,7560.0,22099.0,6100.0,15999.0,1000.0,50796.0,19382.0,31414.0,9221.0,SEC EDGAR
QCOM,2014,2014-09-28,26487.0,10686.0,15801.0,7967.0,1714.0,4.648,8887.0,1185.0,7702.0,7907.0,22413.0,6013.0,16400.0,0.0,48574.0,9408.0,39166.0,7068.0,SEC EDGAR
QCOM,2013,2013-09-29,24866.0,9820.0,15046.0,6853.0,1754.0,3.907,8778.0,1048.0,7730.0,6142.0,19555.0,5213.0,14342.0,0.0,45516.0,9429.0,36087.0,6529.0,SEC EDGAR
QCOM,2012,2012-09-30,19121.0,7096.0,12025.0,6109.0,1741.0,3.509,5998.0,1284.0,4714.0,3807.0,15645.0,5302.0,10343.0,0.0,43012.0,9467.0,33545.0,6855.0,SEC EDGAR
QCOM,2011,2011-09-25,14957.0,4877.0,10080.0,4260.0,1691.0,2.519,4900.0,593.0,4307.0,5462.0,14293.0,5289.0,9004.0,994.0,36422.0,9450.0,26972.0,6531.0,SEC EDGAR
QCOM,2010,2010-09-26,10982.0,3301.0,7681.0,3247.0,1658.0,1.958,4076.0,426.0,3650.0,3547.0,12133.0,5468.0,6665.0,0.0,30572.0,9714.0,20858.0,4510.0,SEC EDGAR
QCOM,2009,2009-09-27,10387.0,3025.0,7362.0,1592.0,1673.0,0.952,7172.0,761.0,6411.0,2717.0,12570.0,2813.0,9757.0,0.0,27445.0,7129.0,20316.0,4557.0,SEC EDGAR
QCOM,2008,2008-09-28,11142.0,3414.0,7728.0,3160.0,1660.0,1.904,3558.0,1397.0,2161.0,1840.0,11723.0,2291.0,9432.0,0.0,24563.0,6619.0,17944.0,4621.0,SEC EDGAR
QCOM,2007,2007-09-30,8871.0,2681.0,6190.0,3303.0,1693.0,1.951,3811.0,818.0,2993.0,2411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
RKLB,2025,2025-12-31,601.799,394.618,207.181,-198.209,530.665,-0.374,-165.521,156.285,-321.806,828.66,1365.544,334.476,1031.068,1.716,2324.478,602.624,1721.854,430.496,SEC EDGAR
RKLB,2024,2024-12-31,436.214,320.065,116.149,-190.175,495.93,-0.383,-48.89,67.093,-115.983,271.042,692.621,339.525,353.096,56.094,1184.342,801.889,382.453,129.657,SEC EDGAR
RKLB,2023,2023-12-31,244.592,193.183,51.409,-182.571,481.768,-0.379,-98.867,54.707,-153.574,162.518,476.722,223.373,253.349,105.351,941.211,386.667,554.544,139.114,SEC EDGAR
RKLB,2022,2022-12-31,210.996,192.006,18.99,-135.944,466.214,-0.292,-106.538,42.412,-148.95,242.515,662.294,162.94,499.354,102.949,989.123,315.917,673.206,150.712,SEC EDGAR
RKLB,2021,2021-12-31,62.237,64.13,-1.893,-117.32,209.895,-0.559,-71.791,25.699,-97.49,690.959,774.764,96.307,678.457,100.124,980.847,282.399,698.448,100.795,SEC EDGAR
RKLB,2020,2020-12-31,35.16,46.977,-11.817,-55.005,75.415,-0.729,-27.757,25.121,-52.878,0.866,1.233,0.217,1.015,0.0,321.327,11.417,309.91,14.482,SEC EDGAR
SMCI,2025,2025-06-30,21972.042,19542.12,2429.922,1048.854,628.402,1.669,1659.524,127.214,1532.31,5169.911,12301.654,2344.792,9956.862,0.0,14018.429,7716.558,6301.871,0.0,SEC EDGAR
SMCI,2024,2024-06-30,14989.251,12927.841,2061.41,1152.666,602.146,1.914,-2485.972,124.279,-2610.251,1669.766,8931.96,2345.721,6586.239,0.0,9826.092,4408.722,5417.37,0.0,SEC EDGAR
SMCI,2023,2023-06-30,7123.482,5840.47,1283.012,639.998,559.704,1.143,663.58,36.793,626.787,440.459,3179.426,1374.652,1804.774,290.302,3674.729,1702.559,1972.17,0.0,SEC EDGAR
SMCI,2022,2022-06-30,5196.099,4396.098,800.001,285.163,536.155,0.532,-440.801,45.182,-485.983,267.397,2806.315,1470.024,1336.291,596.764,3205.077,1779.33,1425.747,0.0,SEC EDGAR
SMCI,2021,2021-06-30,3557.422,3022.884,534.538,111.865,53.507,2.091,122.955,58.016,64.939,232.266,1867.259,968.896,898.363,98.19,2241.964,1145.566,1096.398,0.0,SEC EDGAR
SMCI,2020,2020-06-30,3339.281,2813.071,526.21,84.308,52.838,1.596,-30.334,44.338,-74.672,210.533,1592.761,707.635,885.126,29.401,1918.646,852.939,1065.707,0.0,SEC EDGAR
SMCI,2019,2019-06-30,3500.36,3004.838,495.522,71.918,51.716,1.391,262.554,24.849,237.705,248.164,1421.771,605.969,815.802,23.647,1682.594,741.418,941.176,0.0,SEC EDGAR
SMCI,2018,2018-06-30,3360.492,2930.498,429.994,46.165,52.151,0.885,84.347,24.824,59.523,115.377,1530.878,811.557,719.321,116.181,1769.505,925.853,843.652,0.0,SEC EDGAR
SMCI,2017,2017-06-30,2484.929,2134.971,349.958,66.854,51.679,1.294,-96.188,29.365,-125.553,110.606,1261.166,672.53,588.636,0.0,1515.13,741.284,773.846,0.0,SEC EDGAR
SMCI,2016,2016-06-30,2225.022,1894.521,330.501,72.081,51.836,1.391,107.987,34.108,73.879,180.964,938.002,363.618,574.384,40.0,1165.6,444.221,721.379,0.0,SEC EDGAR
SMCI,2015,2015-06-30,1954.353,1647.769,306.584,92.555,50.094,1.848,-46.125,35.1,-81.225,95.442,914.415,454.107,460.308,0.933,1089.809,470.724,619.085,0.0,SEC EDGAR
SMCI,2014,2014-06-30,1467.202,1241.657,225.545,54.157,46.512,1.164,6.538,40.567,-34.029,96.872,654.081,310.886,343.195,63.986,796.325,327.094,469.231,0.0,SEC EDGAR
SMCI,2013,2013-06-30,1162.561,1002.508,160.053,21.279,43.907,0.485,13.583,5.001,8.582,93.038,523.192,241.664,281.528,46.07,632.257,258.533,373.724,0.0,SEC EDGAR
SMCI,2012,2012-06-30,1013.874,848.457,165.417,29.853,44.152,0.676,16.467,24.862,-8.395,80.826,481.912,220.508,261.404,32.757,589.103,250.752,338.351,0.0,SEC EDGAR
SMCI,2011,2011-06-30,942.582,791.478,151.104,40.213,42.396,0.949,8.48,16.202,-7.722,69.943,369.622,140.647,228.975,28.151,464.62,177.363,287.257,0.0,SEC EDGAR
SMCI,2010,2010-06-30,721.438,606.446,114.992,26.915,40.735,0.661,-2.174,22.223,-24.397,72.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
SNOW,2025,2026-01-31,4683.946,1537.805,3146.141,-1329.035,337.493,-3.938,1221.942,101.628,1120.314,2828.163,5742.612,4421.691,1320.921,0.0,9132.495,7208.393,1924.102,1441.283,SEC EDGAR
SNOW,2024,2025-01-31,3626.396,1214.673,2411.723,-1289.212,332.707,-3.875,959.764,46.279,913.485,2628.798,5869.372,3301.183,2568.189,0.0,9033.938,6027.295,3006.643,1334.587,SEC EDGAR
SNOW,2023,2024-01-31,2806.489,898.558,1907.931,-837.99,328.001,-2.555,848.122,35.086,813.036,1762.749,5039.264,2731.23,2308.034,0.0,8223.383,3032.789,5190.594,1307.317,SEC EDGAR
SNOW,2022,2023-01-31,2065.659,717.54,1348.119,-797.526,318.73,-2.502,545.639,25.128,520.511,939.902,4984.69,1993.517,2991.173,0.0,7722.322,2253.707,5468.615,843.383,SEC EDGAR
SNOW,2021,2022-01-31,1219.327,458.433,760.894,-679.948,300.273,-2.264,110.179,16.221,93.958,1085.729,4598.643,1397.093,3201.55,0.0,6649.698,1600.653,5049.045,45.59,SEC EDGAR
SNOW,2020,2021-01-31,592.049,242.588,349.461,-539.102,141.613,-3.807,-45.417,35.037,-80.454,820.177,4300.652,789.264,3511.388,0.0,5921.739,985.268,4936.471,24.54,SEC EDGAR
SNOW,2019,2020-01-31,264.748,116.557,148.191,-348.535,44.847,-7.772,-176.558,18.583,-195.141,127.206,665.194,416.455,248.739,0.0,1012.72,621.003,391.717,11.844,SEC EDGAR
SNOW,2018,2019-01-31,96.666,51.753,44.913,-178.028,0.0,0.0,-143.982,2.058,-146.04,116.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
SOFI,2025,2025-12-31,3613.354,608.998,3004.356,481.32,1251.767,0.385,-3742.458,242.444,-3984.902,4929.452,0.0,0.0,0.0,0.0,50660.478,40170.983,10489.495,1625.424,SEC EDGAR
SOFI,2024,2024-12-31,2674.859,461.633,2213.226,498.665,1101.39,0.453,-1119.807,154.265,-1274.072,2538.293,0.0,0.0,0.0,0.0,36250.951,29725.817,6525.134,1691.299,SEC EDGAR
SOFI,2023,2023-12-31,2122.789,379.998,1742.791,-300.742,945.024,-0.318,-7227.139,111.409,-7338.548,3085.02,0.0,0.0,0.0,0.0,30074.858,24519.872,5554.986,1757.553,SEC EDGAR
SOFI,2022,2022-12-31,1573.535,313.226,1260.309,-320.407,900.886,-0.356,-7255.858,93.201,-7349.059,1421.907,0.0,0.0,0.0,0.0,19007.675,13479.199,5528.476,2065.146,SEC EDGAR
SOFI,2021,2021-12-31,984.872,256.98,727.892,-483.937,526.73,-0.919,-1350.217,52.261,-1402.478,494.711,0.0,0.0,0.0,0.0,9176.326,4478.623,4697.703,1183.106,SEC EDGAR
SOFI,2020,2020-12-31,565.532,178.896,386.636,-224.053,73.851,-3.034,-479.336,24.549,-503.885,0.26,1.061,0.183,0.877,0.0,806.078,28.358,777.72,1254.356,SEC EDGAR
SOFI,2019,2019-12-31,442.659,116.327,326.332,-239.697,65.619,-3.653,-54.733,37.59,-92.323,499.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.673,SEC EDGAR
SYM,2025,2025-09-27,2246.922,1824.312,422.61,-16.937,108.67,-0.156,866.939,0.0,866.939,1244.993,1890.328,1729.423,160.905,0.0,2401.197,1917.984,483.213,139.02,SEC EDGAR
SYM,2024,2024-09-28,1788.179,1542.513,245.666,-13.49,95.697,-0.141,-58.077,42.237,-100.314,727.31,1355.537,1017.146,338.391,0.0,1578.552,1188.422,390.13,3.664,SEC EDGAR
SYM,2023,2023-09-30,1176.891,987.152,189.739,-23.866,64.339,-0.371,230.794,15.688,215.106,258.77,991.795,1025.459,-33.664,0.0,1050.71,1053.426,-2.716,0.217,SEC EDGAR
SYM,2022,2022-09-24,593.312,493.665,99.647,-6.863,54.086,-0.127,-148.247,17.95,-166.197,353.457,605.398,522.957,82.441,0.0,631.263,562.323,68.94,0.65,SEC EDGAR
SYM,2021,2021-09-25,251.913,241.466,10.447,-122.314,0.0,0.0,109.567,12.168,97.399,156.634,260.42,336.972,-76.552,0.0,280.535,557.503,-276.968,1.164,SEC EDGAR
SYM,2020,2020-09-26,92.086,111.016,-18.93,-109.521,0.0,0.0,-124.307,5.071,-129.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
TSLA,2025,2025-12-31,94827.0,77733.0,17094.0,3794.0,3528.0,1.075,14747.0,8527.0,6220.0,44059.0,68642.0,31714.0,36928.0,0.0,137806.0,54941.0,82865.0,381.0,SEC EDGAR
TSLA,2024,2024-12-31,97690.0,80240.0,17450.0,7091.0,3498.0,2.027,14923.0,11342.0,3581.0,36563.0,58360.0,28821.0,29539.0,0.0,122070.0,48390.0,73680.0,394.0,SEC EDGAR
TSLA,2023,2023-12-31,96773.0,79113.0,17660.0,14997.0,3485.0,4.303,13256.0,8899.0,4357.0,29094.0,49616.0,28748.0,20868.0,0.0,106618.0,43009.0,63609.0,431.0,SEC EDGAR
TSLA,2022,2022-12-31,81462.0,60609.0,20853.0,12556.0,3475.0,3.613,14724.0,7158.0,7566.0,22185.0,40917.0,26709.0,14208.0,0.0,82338.0,36440.0,45898.0,409.0,SEC EDGAR
TSLA,2021,2021-12-31,53823.0,40217.0,13606.0,5519.0,3386.0,1.63,11497.0,6482.0,5015.0,17707.0,27100.0,19705.0,7395.0,0.0,62131.0,30548.0,31583.0,457.0,SEC EDGAR
TSLA,2020,2020-12-31,31536.0,24906.0,6630.0,721.0,3249.0,0.222,5943.0,3157.0,2786.0,19384.0,26717.0,14248.0,12469.0,0.0,52148.0,28418.0,23730.0,520.0,SEC EDGAR
TSLA,2019,2019-12-31,24578.0,20509.0,4069.0,-862.0,887.0,-0.972,2405.0,1327.0,1078.0,6268.0,12103.0,10667.0,1436.0,0.0,34309.0,26199.0,8110.0,537.0,SEC EDGAR
TSLA,2018,2018-12-31,21461.0,17419.0,4042.0,-976.0,853.0,-1.144,2098.0,2101.0,-3.0,3685.618,8306.308,9992.136,-1685.828,2567.699,29739.614,23426.01,6313.604,350.651,SEC EDGAR
TSLA,2017,2017-12-31,11759.0,9536.0,2223.0,-1962.0,166.0,-11.819,-61.0,3415.0,-3476.0,3367.914,6570.52,7674.67,-1104.15,796.549,28655.372,23022.98,5632.392,421.739,SEC EDGAR
TSLA,2016,2016-12-31,7000.132,5400.875,1599.257,-674.914,144.212,-4.68,-123.829,1280.802,-1404.631,3393.216,6259.796,5827.005,432.791,984.211,22664.076,16750.167,5913.909,376.145,SEC EDGAR
TSLA,2015,2015-12-31,4046.025,3122.522,923.503,-888.663,128.202,-6.932,0.0,1634.85,-1634.85,1196.908,2791.568,2816.274,-24.706,633.166,8092.46,6961.471,1130.989,12.816,SEC EDGAR
TSLA,2014,2014-12-31,3198.356,2316.685,881.671,-294.04,0.0,0.0,0.0,969.885,-969.885,1905.713,3198.657,2107.166,1091.491,611.099,5849.251,4879.345,969.906,0.0,SEC EDGAR
TSLA,2013,2013-12-31,2013.496,1557.234,456.262,-74.014,0.0,0.0,257.994,264.224,-6.23,845.889,1265.939,675.16,590.779,0.0,2416.93,1749.81,667.12,0.0,SEC EDGAR
TSLA,2012,2012-12-31,413.256,383.189,30.067,-396.213,0.0,0.0,-266.081,239.228,-505.309,201.89,524.768,539.108,-14.34,452.336,1114.19,989.49,124.7,0.0,SEC EDGAR
TSLA,2011,2011-12-31,204.242,142.647,61.595,-254.411,0.0,0.0,-128.034,184.226,-312.26,255.266,372.838,191.339,181.499,276.251,713.448,489.403,224.045,0.0,SEC EDGAR
TSLA,2010,2010-12-31,116.744,86.013,30.731,-154.328,0.0,0.0,-127.817,40.203,-168.02,99.558,235.886,85.565,150.321,71.828,386.082,179.034,207.048,0.0,SEC EDGAR
TSLA,2009,2009-12-31,111.943,102.408,9.535,-55.74,0.0,0.0,-80.825,11.884,-92.709,69.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
VRT,2025,2025-12-31,10229.9,6514.7,3715.2,1332.8,390.653,3.412,2113.8,220.0,1893.8,1728.4,6819.5,4407.0,2412.5,2913.0,12212.4,8271.1,3941.3,3928.5,SEC EDGAR
VRT,2024,2024-12-31,8011.8,5077.6,2934.2,495.8,386.325,1.283,1319.3,167.0,1152.3,1227.6,5101.8,3097.0,2004.8,2928.2,9132.5,6698.2,2434.3,2808.2,SEC EDGAR
VRT,2023,2023-12-31,6863.2,4462.7,2400.5,460.2,386.226,1.192,900.5,127.9,772.6,780.4,4001.5,2305.4,1696.1,2940.9,7998.5,5983.6,2014.9,3003.2,SEC EDGAR
VRT,2022,2022-12-31,5691.5,4075.4,1616.1,76.6,378.224,0.203,-152.8,100.0,-252.8,260.6,3158.7,1897.9,1260.8,3190.9,7095.7,5653.8,1441.9,3100.8,SEC EDGAR
VRT,2021,2021-12-31,4998.1,3475.4,1522.7,119.6,360.14,0.332,210.9,73.4,137.5,439.1,2698.6,1854.8,843.8,2972.3,6939.6,5521.9,1417.7,3468.3,SEC EDGAR
VRT,2020,2020-12-31,4370.6,2896.9,1473.7,-327.3,307.076,-1.066,208.9,44.4,164.5,534.6,2518.8,1673.1,845.7,2152.5,5073.8,4405.5,668.3,1909.7,SEC EDGAR
VRT,2019,2019-12-31,0.0,2978.2,-2978.2,-140.8,118.262,-1.191,57.5,47.6,9.9,223.5,709.053,30.752,678.301,3467.3,709.053,30.752,678.301,2047.4,SEC EDGAR
VRT,2018,2018-12-31,0.0,2865.2,-2865.2,-314.0,118.262,-2.655,-221.9,64.6,-286.5,215.1,1.177,1.278,-0.101,0.0,697.339,25.428,671.912,634.0,SEC EDGAR
VRT,2017,2017-12-31,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.001,0.024,0.0,0.025,0.001,0.024,0.0,SEC EDGAR
VRTX,2025,2025-12-31,12001.3,1651.3,10350.0,3953.2,258.0,15.322,3631.4,437.6,3193.8,5084.8,11201.0,3861.2,7339.8,0.0,25643.0,6977.2,18665.8,1512.2,SEC EDGAR
VRTX,2024,2024-12-31,11020.1,1530.5,9489.6,-535.6,257.9,-2.077,-492.6,297.7,-790.3,4569.6,9596.4,3564.6,6031.8,0.0,22533.2,6123.6,16409.6,1913.9,SEC EDGAR
VRTX,2023,2023-12-31,9869.2,1262.2,8607.0,3619.6,260.5,13.895,3537.3,200.4,3336.9,10369.1,14144.2,3547.4,10596.8,0.0,22730.2,5149.8,17580.4,1927.9,SEC EDGAR
VRTX,2022,2022-12-31,8930.7,1080.3,7850.4,3322.0,259.1,12.821,4129.9,204.7,3925.2,10504.0,13234.8,2742.1,10492.7,0.0,18150.9,4238.2,13912.7,1691.6,SEC EDGAR
VRTX,2021,2021-12-31,7574.4,904.2,6670.2,2342.1,259.9,9.012,2643.5,235.0,2408.5,6795.0,9560.6,2142.0,7418.6,0.0,13432.5,3332.5,10100.0,1402.2,SEC EDGAR
VRTX,2020,2020-12-31,6205.7,736.3,5469.4,2711.7,263.4,10.295,3253.5,259.8,2993.7,5988.187,8133.379,1877.533,6255.846,0.0,11751.808,3064.993,8686.815,1402.158,SEC EDGAR
VRTX,2019,2019-12-31,4162.8,547.8,3615.0,1176.8,260.7,4.514,1569.3,75.4,1493.9,3109.322,4822.829,1334.827,3488.002,0.0,8318.465,2233.221,6085.244,1402.158,SEC EDGAR
VRTX,2018,2018-12-31,3047.597,409.539,2638.058,2096.896,259.185,8.09,1270.286,95.449,1174.837,2650.134,3843.109,1120.292,2722.817,0.0,6245.898,1810.695,4435.203,50.384,SEC EDGAR
VRTX,2017,2017-12-31,2488.652,275.119,2213.533,263.484,253.225,1.041,844.942,99.421,745.521,1665.412,2648.963,807.26,1841.703,0.0,3546.014,1503.708,2042.306,50.384,SEC EDGAR
VRTX,2016,2016-12-31,1702.177,210.46,1491.717,-112.052,244.685,-0.458,236.103,56.563,179.54,1183.945,1831.54,792.537,1039.003,0.0,2896.787,1558.596,1338.191,50.384,SEC EDGAR
VRTX,2015,2015-12-31,1032.336,117.151,915.185,-556.334,241.312,-2.305,-365.432,45.302,-410.734,714.768,1407.153,506.349,900.804,0.0,2498.875,1405.247,1093.628,50.384,SEC EDGAR
VRTX,2014,2014-12-31,580.415,39.725,540.69,-738.555,235.307,-3.139,-573.112,51.201,-624.313,625.259,1546.511,368.254,1178.257,0.0,2334.679,1238.496,1096.183,39.915,SEC EDGAR
VRTX,2013,2013-12-31,1211.975,88.979,1122.996,-445.028,224.906,-1.979,-60.666,51.393,-112.059,569.299,1588.576,397.829,1190.747,0.0,2319.041,962.636,1356.405,30.992,SEC EDGAR
VRTX,2012,2012-12-31,1527.042,236.742,1290.3,-107.032,215.262,-0.497,267.841,71.14,196.701,489.407,1589.585,432.624,1156.961,0.0,2759.288,1524.906,1234.382,30.992,SEC EDGAR
VRTX,2011,2011-12-31,1410.626,63.625,1347.001,29.574,208.807,0.142,143.735,34.595,109.14,475.32,1331.254,392.348,938.906,0.0,2204.28,1238.768,965.512,30.992,SEC EDGAR
VRTX,2010,2010-12-31,143.37,0.0,143.37,-754.626,200.402,-3.766,-635.442,38.054,-673.496,243.197,1057.039,474.783,582.256,0.0,1725.446,1221.473,503.973,26.102,SEC EDGAR
VRTX,2009,2009-12-31,101.889,0.0,101.889,-642.178,173.259,-3.706,-427.586,23.496,-451.082,446.658,1307.026,284.883,1022.143,0.0,1955.488,859.142,1096.346,26.102,SEC EDGAR
VRTX,2008,2008-12-31,175.504,0.0,175.504,-459.851,140.556,-3.272,-226.482,32.18,-258.662,389.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEC EDGAR
ZETA,2025,2025-12-31,1304.668,513.587,791.081,-31.509,220.723,-0.143,198.902,13.815,185.087,319.764,685.783,429.481,256.302,197.083,1503.524,698.935,804.589,745.829,SEC EDGAR
ZETA,2024,2024-12-31,1005.754,399.552,606.202,-69.771,185.984,-0.375,133.861,25.727,108.134,366.157,616.54,199.337,417.203,196.288,1111.373,434.572,676.801,441.172,SEC EDGAR
ZETA,2023,2023-12-31,728.723,274.482,454.241,-187.481,156.697,-1.196,90.523,20.483,70.04,131.732,309.754,176.385,133.369,184.147,550.714,370.194,180.52,189.686,SEC EDGAR
ZETA,2022,2022-12-31,590.961,215.466,375.495,-279.239,138.985,-2.009,78.486,22.232,56.254,121.11,236.448,128.71,107.738,183.953,466.502,338.472,128.03,177.427,SEC EDGAR
ZETA,2021,2021-12-31,458.338,174.72,283.618,-249.563,86.932,-2.871,44.292,9.482,34.81,103.859,196.056,105.757,90.299,183.613,397.265,306.777,90.488,155.472,SEC EDGAR
ZETA,2020,2020-12-31,368.12,148.878,219.242,-53.225,32.589,-1.633,35.539,2.249,33.29,50.725,141.368,103.979,37.389,189.693,286.286,371.296,-85.01,105.023,SEC EDGAR
ZETA,2019,2019-12-31,306.051,110.385,195.666,-38.465,31.579,-1.218,30.599,3.3,27.299,37.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.15,SEC EDGAR
